OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
51077,"ROGERS, AR",1,WM Supercenter,Retail,2110 W WALNUT ST,ROGERS,BENTON,AR,72756-3246,Open,29e01211-412e-47e1-85e9-a4162a9680ca,-10480624.7499,4346304.0213
51078,HARRISON AR,2,WM Supercenter,Retail,161 N WALMART DR,HARRISON,BOONE,AR,72601-1960,Open,2e5c7c63-3469-4572-9713-e43b3554c329,-10368200.9698,4337694.3481
51079,COMMERCE GA,3,WM Supercenter,Retail,30983 HIGHWAY 441 S,COMMERCE,JACKSON,GA,30529-6655,Open,42a1faa5-f7aa-4b66-bd07-694501e68678,-9290316.827,4062122.0885
51080,SILOAM SPRINGS AR,4,WM Supercenter,Retail,2901 HIGHWAY 412 E,SILOAM SPRINGS,BENTON,AR,72761-8673,Open,5ae6449c-7a76-4bb8-a574-fa89ad1c9dc5,-10521088.4943,4325892.7064
51081,CONWAY AR,5,WM Supercenter,Retail,1155 HWY 65 NORTH,CONWAY,FAULKNER,AR,72032-2857,Open,b195cb36-dc6c-481e-9149-5f07f3aa1d86,-10290044.4459,4178648.581
51082,NORTH LITTLE ROCK AR,7,WM Supercenter,Retail,9053 HIGHWAY 107,SHERWOOD,PULASKI,AR,72120-2933,Open,a174ec93-0e71-4aa5-addd-cfd8f63e1e2d,-10267750.3801,4142005.5873
51083,MORRILTON AR,8,WM Supercenter,Retail,1621 NORTH BUSINESS 9,MORRILTON,CONWAY,AR,72110-4505,Open,4799be97-c1a6-4365-ad18-8b91adb7e756,-10322293.3684,4186851.4699
51084,SIKESTON MO,9,WM Supercenter,Retail,1303 S MAIN ST,SIKESTON,NEW MADRID,MO,63801-9360,Open,bc0678ae-9976-49ca-931f-d729821ddb6c,-9972680.9266,4419240.9904
51085,TAHLEQUAH OK,10,WM Supercenter,Retail,2020 S MUSKOGEE AVE,TAHLEQUAH,CHEROKEE,OK,74464-5439,Open,5aee5f82-a198-416f-8a41-e97f465d09bf,-10573104.5301,4285332.1534
51086,MOUNTAIN HOME AR,11,WM Supercenter,Retail,65 WALMART DR,MOUNTAIN HOME,BAXTER,AR,72653-6784,Open,2bb256c6-5089-46aa-b862-525d01c9e926,-10279339.9636,4349581.4891
51087,CLAREMORE OK,12,WM Supercenter,Retail,1500 S LYNN RIGGS BLVD,CLAREMORE,ROGERS,OK,74017-8353,Open,22e7621a-21aa-4b4a-bdf9-fce1072b0103,-10645169.3176,4341145.1539
51088,CARTHAGE MO,13,WM Supercenter,Retail,2705 GRAND AVE,CARTHAGE,JASPER,MO,64836-7907,Open,fe7a69ca-dcea-4d7d-80fb-87e3f889c4dd,-10498903.4103,4458915.7682
51089,LEBANON MO,14,WM Supercenter,Retail,1800 S JEFFERSON AVE,LEBANON,LACLEDE,MO,65536-4208,Open,44606745-aff1-4664-8144-3962cae6b22d,-10313302.4271,4531998.8077
51090,WEST PLAINS MO,15,WM Supercenter,Retail,1310 PREACHER ROE BLVD,WEST PLAINS,HOWELL,MO,65775-2938,Open,96593fcf-e38f-410a-8e0b-56970681555f,-10226957.4641,4399415.5717
51091,VAN BUREN AR,16,WM Supercenter,Retail,2214 FAYETTEVILLE RD,VAN BUREN,CRAWFORD,AR,72956-6508,Open,a8d2f6b5-446c-4b76-9226-403509b5642f,-10503365.9861,4227812.3329
51092,NEOSHO MO,17,WM Supercenter,Retail,3200 LUSK DR,NEOSHO,NEWTON,MO,64850-2028,Open,aea65070-4f76-40f0-8289-88dc58a08271,-10508257.3645,4416711.554
51093,NEWPORT AR,18,WM Supercenter,Retail,1211 HIGHWAY 367 N,NEWPORT,JACKSON,AR,72112-2513,Open,7bb3a5fa-0dea-4ad0-b3f9-b2890052a750,-10158450.3362,4248169.6595
51094,POPLAR BLUFF MO,19,WM Supercenter,Retail,333 S WESTWOOD BLVD,POPLAR BLUFF,BUTLER,MO,63901-5519,Open,bbf94016-e079-40d7-a16a-94f514717bc8,-10064596.3169,4405114.9782
51095,CLINTON MO,20,WM Supercenter,Retail,1712 E OHIO ST,CLINTON,HENRY,MO,64735-2402,Open,9c10d316-eb44-474e-84f8-a99b174274e5,-10436267.3838,4630800.8484
51096,ST ROBERT MO /WAYNESVILLE,21,WM Supercenter,Retail,185 SAINT ROBERT BLVD,SAINT ROBERT,PULASKI,MO,65584-3311,Open,dbdb0f34-89be-4aaf-8722-96817a872f0b,-10258343.2152,4554755.2969
51097,PRYOR OK,22,WM Supercenter,Retail,4901 S MILL ST,PRYOR,MAYES,OK,74361-6837,Open,618fc217-59b4-4956-bda7-9ae2b6e5e14a,-10612083.8291,4336808.6597
51098,RUSTON LA,23,WM Supercenter,Retail,1201 N SERVICE RD E,RUSTON,LINCOLN,LA,71270-2917,Open,29035c6e-b623-489b-b5c7-cad28108e4c6,-10310861.302,3834869.1816
51099,JACKSONVILLE AR,24,WM Supercenter,Retail,2000 JOHN HARDEN DR,JACKSONVILLE,PULASKI,AR,72076-2730,Open,da53b35a-d6db-4986-b9c9-821635e990ee,-10253935.854,4148290.12
51100,MEXICO MO,25,WM Supercenter,Retail,4820 S CLARK ST,MEXICO,AUDRAIN,MO,65265-4111,Open,08742e82-29b1-4160-9d98-fea055a49ac7,-10229232.0552,4738957.0787
51101,LEAVENWORTH KS,26,WM Supercenter,Retail,5000 10TH AVE,LEAVENWORTH,LEAVENWORTH,KS,66048-5514,Open,00d46397-ddb7-4b6d-856e-5fcb894c8a8c,-10567599.2247,4760248.1882
51102,SALEM MO,27,WM Supercenter,Retail,1101 W HIGHWAY 32,SALEM,DENT,MO,65560-2368,Open,a1f44c4e-05eb-4786-a4d4-e2dbb3457a1e,-10190835.8478,4527883.143
51103,MIAMI OK,28,WM Supercenter,Retail,2415 N MAIN ST,MIAMI,OTTAWA,OK,74354-2232,Open,2314af25-547f-4fcd-b095-3c47b260fcbf,-10562030.1332,4425810.0692
51104,JEFFERSON CITY MO,29,WM Supercenter,Retail,724 STADIUM WEST BLVD,JEFFERSON CITY,COLE,MO,65109-4772,Open,aff2f7eb-eacf-4ab6-8d06-309845f99ff6,-10265873.0882,4661694.4754
51105,DEXTER MO,30,WM Supercenter,Retail,2025 W BUSINESS US HIGHWAY 60,DEXTER,STODDARD,MO,63841-2879,Open,8da6fe6f-0022-4e1a-b36e-15f9d06cffb3,-10017905.1376,4411430.6529
51106,POTEAU OK,31,WM Supercenter,Retail,3108 N BROADWAY ST,POTEAU,LE FLORE,OK,74953-5410,Open,f23f14db-880d-4e40-8554-660e86b94f33,-10533964.0406,4176741.764
51107,BRANSON MO,32,Wal-Mart,Retail,2050 W 76 COUNTRY BLVD,BRANSON,TANEY,MO,65616-2100,Open,e9752cd6-0b79-4655-bb24-4b2f5908f5c6,-10381629.9966,4388913.0314
51108,NASHVILLE AR,33,WM Supercenter,Retail,1710 S 4TH ST,NASHVILLE,HOWARD,AR,71852-3413,Open,70742fe4-7582-4b3f-a1d4-07a6202612e7,-10448153.745,4018788.2545
51109,NEVADA MO,34,WM Supercenter,Retail,2250 LINCOLN AVE,NEVADA,VERNON,MO,64772-4258,Open,def86092-f726-41b8-ba2b-c50451e8999a,-10500383.7369,4555748.4859
51110,MANHATTAN KS,35,WM Supercenter,Retail,101 BLUEMONT AVE,MANHATTAN,RILEY,KS,66502-5093,Open,e1537682-dde0-4a8b-a246-34516edc5bbc,-10748597.147,4748703.2026
51111,PARAGOULD AR,36,WM Supercenter,Retail,2802 W KINGSHIGHWAY,PARAGOULD,GREENE,AR,72450-2617,Open,27f85838-097d-40e8-859d-b0e50995c739,-10076967.8085,4308509.3193
51112,FARMINGTON MO,37,WM Supercenter,Retail,707 WALTON DR,FARMINGTON,ST. FRANCOIS,MO,63640-1950,Open,f18f1ca5-a958-48bb-9916-3f32dc053ed3,-10067208.7627,4549727.2446
51113,IDABEL OK,38,WM Supercenter,Retail,1907 SE WASHINGTON ST,IDABEL,MCCURTAIN,OK,74745-5253,Open,8adf1deb-aa6d-47ec-891e-9f7cf55dec0d,-10553481.4642,4015115.8709
51114,FORT SCOTT KS,39,WM Supercenter,Retail,2500 S MAIN ST,FORT SCOTT,BOURBON,KS,66701-8724,Open,b7f86356-7200-4e6c-9c68-275f1b2cc905,-10542935.7236,4552328.8872
51115,MOBERLY MO,40,WM Supercenter,Retail,1301 E HIGHWAY 24,MOBERLY,RANDOLPH,MO,65270-3683,Open,872b67dd-13dd-4e71-b797-e2c4cf39d575,-10288197.6555,4786001.271
51116,BARTLESVILLE OK,41,WM Supercenter,Retail,4000 SE GREEN COUNTRY RD,BARTLESVILLE,WASHINGTON,OK,74006-5000,Open,1322728c-b984-4178-95c0-5d138b1a326b,-10679061.8724,4403020.3551
51117,COFFEYVILLE KS,42,WM Supercenter,Retail,1863 CR 5300,COFFEYVILLE,MONTGOMERY,KS,67337-8301,Open,f1c2b33b-f6d4-403d-8caf-0087d5c361a0,-10639809.8407,4445012.7314
51118,JUNCTION CITY KS,43,WM Supercenter,Retail,521 E CHESTNUT ST,JUNCTION CITY,GEARY,KS,66441-9410,Open,5834da60-ffb2-4418-b57a-fd326aaa276f,-10778028.1279,4724388.5103
51119,ELDON MO,44,Wal-Mart,Retail,1802 S BUSINESS 54,ELDON,MILLER,MO,65026-1786,Open,51db33b0-c7fc-41a5-b101-5aa5bb40b805,-10306376.9076,4626898.2221
51120,JONESBORO AR,45,WM Supercenter,Retail,1815 E HIGHLAND DR,JONESBORO,CRAIGHEAD,AR,72401-6118,Open,0573d850-033a-4361-b81a-eab422a814aa,-10095037.9675,4275743.3118
51121,BOLIVAR MO,46,WM Supercenter,Retail,2451 S SPRINGFIELD AVE,BOLIVAR,POLK,MO,65613-9123,Open,ce79d6b0-9969-49a8-b516-b9287a3d8206,-10397682.9351,4521909.2956
51122,SALLISAW OK,47,WM Supercenter,Retail,1101 W RUTH AVE,SALLISAW,SEQUOYAH,OK,74955-7252,Open,9603ea45-5e3f-4d92-a984-c01f0d04d44f,-10553289.4381,4225341.9079
51123,MONETT MO,48,WM Supercenter,Retail,885 E US HIGHWAY 60,MONETT,BARRY,MO,65708-9367,Open,e18c3ca2-061b-4fc6-95b2-24031e10d1f7,-10453248.2815,4426815.2312
51124,HUGO OK,49,WM Supercenter,Retail,1911 E JACKSON ST,HUGO,CHOCTAW,OK,74743-4249,Open,92367208-3c4f-4af1-b572-148bb834cc14,-10629669.8596,4029774.7598
51125,VINITA OK,50,WM Supercenter,Retail,268 S 7TH ST,VINITA,CRAIG,OK,74301-3737,Open,39b47981-12b4-40c2-ad76-b778c3499001,-10590977.8762,4387915.7389
51126,FULTON MO,51,WM Supercenter,Retail,1701 N BLUFF ST,FULTON,CALLAWAY,MO,65251-2499,Open,9f227979-d5ad-491c-b9aa-211d23baf09a,-10235353.848,4702241.1585
51127,HOT SPRINGS AR,52,WM Supercenter,Retail,1601 ALBERT PIKE RD,HOT SPRINGS,GARLAND,AR,71913-4020,Open,e3878368-df50-4183-83c6-794d12586201,-10362664.8289,4094921.263
51128,SPRINGDALE AR,54,WM Supercenter,Retail,2004 S PLEASANT ST,SPRINGDALE,WASHINGTON,AR,72764-6204,Open,6cf25cad-9533-4e5a-9734-b50d378891d9,-10480389.1979,4323516.1925
51129,BOONEVILLE AR,55,WM Supercenter,Retail,1400 EAST MAIN ST,BOONEVILLE,LOGAN,AR,72927-4921,Open,3c049af6-dc89-4f78-a7e4-404b9447689b,-10453195.8501,4182900.8451
51130,AVA MO,56,WM Supercenter,Retail,1309 NW 12TH AVE,AVA,DOUGLAS,MO,65608-0000,Open,b04c4ab2-3746-4118-b948-483b073cd027,-10316715.8166,4433448.2055
51131,WALNUT RIDGE AR,57,Wal-Mart,Retail,1600 W MAIN ST,WALNUT RIDGE,LAWRENCE,AR,72476-9401,Open,04d1f749-38da-431a-a6aa-f0cd20010b2b,-10127207.8532,4311173.7014
51132,RUSSELLVILLE AR,58,WM Supercenter,Retail,2409 E MAIN ST,RUSSELLVILLE,POPE,AR,72802-9619,Open,f8e6bb63-6489-40fa-bd47-b0c53e9863e8,-10364429.9107,4202066.4295
51133,JOPLIN MO,59,WM Supercenter,Retail,1501 S RANGE LINE RD,JOPLIN,JASPER,MO,64804-3230,Open,b7ea1f0d-6ed4-4186-9754-bb2e87cd0c6f,-10516679.9085,4449274.798
51134,TROY MO,60,WM Supercenter,Retail,101 HIGHWAY 47 E,TROY,LINCOLN,MO,63379-3100,Open,3fb5c029-20f4-4238-9545-1e24ba2c0d5a,-10128069.1321,4720060.8076
51135,WARRENSBURG MO,61,WM Supercenter,Retail,301 E COOPER BLVD,WARRENSBURG,JOHNSON,MO,64093-1260,Open,697c40af-b27c-4760-9f28-421eb2d7055f,-10434578.7784,4690369.2092
51136,BLYTHEVILLE AR,62,WM Supercenter,Retail,3700 E HIGHWAY 18,BLYTHEVILLE,MISSISSIPPI,AR,72315-6881,Open,b732b2fa-a470-44d0-9f45-8d4e68f7e575,-10004536.0008,4291145.1126
51137,WAGONER OK,63,WM Supercenter,Retail,410 S DEWEY AVE,WAGONER,WAGONER,OK,74467-5500,Open,7298ef75-1e00-4521-8b42-c95d37330a98,-10619600.455,4294662.1054
51138,BROWNSVILLE TN,64,WM Supercenter,Retail,1100 S DUPREE AVE,BROWNSVILLE,HAYWOOD,TN,38012-3234,Open,ccd75845-2e3e-4aab-ac4f-e4c7489df1e3,-9933945.9739,4243906.3772
51139,SULLIVAN MO,65,WM Supercenter,Retail,350 PARK RIDGE RD,SULLIVAN,FRANKLIN,MO,63080-3334,Open,1c18c16f-fdbc-42f2-9eb8-dff93b211ea2,-10147299.3515,4610676.3365
51140,CLARKSVILLE AR,66,WM Supercenter,Retail,230 MARKET ST.,CLARKSVILLE,JOHNSON,AR,72830-9069,Open,657103d9-5328-45c7-aae5-fa3b79e5fb5f,-10403972.2637,4225024.4666
51141,MENA AR,67,WM Supercenter,Retail,600 HIGHWAY 71 N,MENA,POLK,AR,71953-4392,Open,d3c9695e-e1c2-4f0b-be08-948f86d020aa,-10489176.0906,4108111.6363
51142,WYNNE AR,68,WM Supercenter,Retail,800 HIGHWAY 64 E,WYNNE,CROSS,AR,72396-7414,Open,f31f3b56-15cb-4d44-ad89-eb73b1b8de5f,-10105295.9473,4198360.7841
51143,FESTUS MO,69,WM Supercenter,Retail,650 S TRUMAN BLVD,FESTUS,JEFFERSON,MO,63028-2235,Open,aa0ae3c6-69c8-44c3-a92a-e4f3d336d60e,-10061946.0225,4609426.6686
51144,WEST MEMPHIS AR,70,WM Supercenter,Retail,798 W SERVICE RD,WEST MEMPHIS,CRITTENDEN,AR,72301-1727,Open,14a496ba-f241-4d83-885d-dcaa7bd16ed3,-10041011.947,4186391.1991
51145,POCAHONTAS AR,71,WM Supercenter,Retail,1415 HIGHWAY 67 S,POCAHONTAS,RANDOLPH,AR,72455-4000,Open,8cfec429-cd29-42d1-ad73-b295fa7d2551,-10126001.7065,4334907.4712
51146,PITTSBURG KS,72,WM Supercenter,Retail,2710 N BROADWAY ST,PITTSBURG,CRAWFORD,KS,66762-2625,Open,d52b07f0-5737-4f27-a2ce-2004c89d1808,-10542213.1488,4499770.6161
51147,SAPULPA OK,73,WM Supercenter,Retail,1002 W TAFT ST,SAPULPA,CREEK,OK,74066-8720,Open,cfacbe4a-2486-48fa-96c2-6f77b7ef4755,-10701707.7077,4298741.3896
51148,OSCEOLA AR,74,WM Supercenter,Retail,2720 W KEISER AVE,OSCEOLA,MISSISSIPPI,AR,72370-3443,Open,4ff9872e-6979-4e23-8d14-21e8683cd928,-10020150.0065,4259439.5678
51149,PINEVILLE LA,75,WM Supercenter,Retail,3636 MONROE HWY,PINEVILLE,RAPIDES,LA,71360-4127,Open,2ceb6e29-55ca-4efb-a4d9-6d7a2b57c62a,-10286662.6711,3680518.2245
51150,BERRYVILLE AR,76,WM Supercenter,Retail,1000 W TRIMBLE AVE,BERRYVILLE,CARROLL,AR,72616-4603,Open,e63fefd1-883e-4246-92da-94ae4a9b72cf,-10418058.8547,4352520.2427
51151,TAYLOR TX,77,WM Supercenter,Retail,3701 N MAIN ST,TAYLOR,WILLIAMSON,TX,76574-4975,Open,e9fb9466-c2ef-424d-85c6-081f2f63b690,-10844575.1422,3580729.3469
51152,MARSHFIELD MO,78,WM Supercenter,Retail,14740 STATE HIGHWAY 38,MARSHFIELD,WEBSTER,MO,65706-8950,Open,e4e1f265-6c4f-4c5b-bdf5-e7daff5f224a,-10345992.5088,4486314.8508
51153,WEST JOPLIN MO,79,WM Supercenter,Retail,2623 W 7TH ST,JOPLIN,JASPER,MO,64801-3300,Open,7b2e3783-56c3-46b4-9fbd-8caaff665f3b,-10524800.2201,4451233.7148
51154,COLUMBIA MO,80,WM Supercenter,Retail,3001 W BROADWAY,COLUMBIA,BOONE,MO,65203-3106,Open,4b8687ad-8a68-4f26-8bfa-1c21711a2fc4,-10283955.715,4715522.2216
51155,STILWELL OK,81,WM Supercenter,Retail,84127 HIGHWAY 59,STILWELL,ADAIR,OK,74960-4257,Open,85ac8f12-72ba-4a97-980d-b8c14d9d4f20,-10533454.6426,4272910.5492
51156,PERRYVILLE MO,82,WM Supercenter,Retail,1750 S PERRYVILLE BLVD,PERRYVILLE,PERRY,MO,63775-6156,Open,cb650829-5d3b-4163-922e-ae09b4012392,-10007180.0613,4537937.6277
51157,MAGNOLIA AR,83,WM Supercenter,Retail,60 HIGHWAY 79 N,MAGNOLIA,COLUMBIA,AR,71753-3265,Open,6bb42237-909f-4e3c-8d0c-0e178606fa44,-10376325.5115,3932082.9916
51158,BENTON AR,85,WM Supercenter,Retail,17309 INTERSTATE 30 S,BENTON,SALINE,AR,72015-2927,Open,fb8740d0-9846-4540-9516-6744e9e8fdbb,-10305979.0517,4106613.9082
51159,SPRINGFIELD MO,86,WM Supercenter,Retail,2825 N KANSAS EXPY,SPRINGFIELD,GREENE,MO,65803-1017,Open,c4eed5e1-6bb6-4b4b-b4e3-f697bda99adf,-10387660.6187,4473854.3195
51160,MINDEN LA,87,WM Supercenter,Retail,1379 HOMER RD,MINDEN,WEBSTER,LA,71055-6277,Open,d863eada-a51c-4411-8716-40daee013ea2,-10380668.9754,3846040.1605
51161,MOUNTAIN GROVE MO,88,WM Supercenter,Retail,2100 N MAIN AVE,MOUNTAIN GROVE,WRIGHT,MO,65711-2438,Open,58d71ca8-b3d7-4716-83dc-bf6cd35db3dd,-10270276.2194,4460038.4606
51162,CAMDENTON MO,89,WM Supercenter,Retail,94 CECIL ST,CAMDENTON,CAMDEN,MO,65020-7057,Open,215464b8-4d71-4526-b0cb-a3b6192c2363,-10321870.9109,4583062.3674
51163,GROVE OK,90,WM Supercenter,Retail,2115 S MAIN ST,GROVE,DELAWARE,OK,74344-5327,Open,b4c92d99-6ac7-470d-ab52-34423b7d3e75,-10549258.8933,4380235.999
51164,FORREST CITY AR,91,WM Supercenter,Retail,205 DEADRICK RD,FORREST CITY,ST. FRANCIS,AR,72335-1838,Open,936df1d3-c811-4604-828f-0b1a97ec1ed7,-10107095.3155,4167692.1853
51165,AURORA MO,92,WM Supercenter,Retail,3020 S ELLIOTT AVE,AURORA,LAWRENCE,MO,65605-9663,Open,46bcaff9-424f-41bd-a373-4d889e138c8e,-10432305.3005,4431646.9055
51166,COVINGTON TN,93,WM Supercenter,Retail,201 LANNY BRIDGES AVE,COVINGTON,TIPTON,TN,38019-1615,Open,26b14590-e055-45d6-9009-f64099178fbf,-9981491.419,4238319.4826
51167,MILLINGTON TN,94,WM Supercenter,Retail,8445 US HIGHWAY 51 N,MILLINGTON,SHELBY,TN,38053-1514,Open,fc4677a8-708d-4194-8006-c14139d08675,-10007365.1856,4212584.6444
51168,DESLOGE MO,95,WM Supercenter,Retail,407 N STATE ST,DESLOGE,ST. FRANCOIS,MO,63601-3053,Open,3777751d-8d15-454c-a57e-a1b671caae87,-10075886.785,4563019.2577
51169,HARRISONVILLE MO,96,WM Supercenter,Retail,1700 N STATE ROUTE 291,HARRISONVILLE,CASS,MO,64701-1218,Open,3646da0b-e108-4057-8304-59d72e2f5918,-10505152.9979,4673959.4859
51170,RIPLEY TN,97,WM Supercenter,Retail,628 HIGHWAY 51 N,RIPLEY,LAUDERDALE,TN,38063-5904,Open,a3b52058-c96b-48eb-943c-2ccf90ccffe5,-9967899.7545,4267758.2274
51171,BASTROP LA,98,WM Supercenter,Retail,6091 MER ROUGE RD,BASTROP,MOREHOUSE,LA,71220-6709,Open,1d4d86a1-5a91-450c-8d4d-8825e218a127,-10226946.2208,3865582.702
51172,UNION MO,99,WM Supercenter,Retail,1445 E CENTRAL CT,UNION,FRANKLIN,MO,63084-4323,Open,8024aec1-4d13-403c-82d6-c28fc0f3cf65,-10126744.5415,4640977.7277
51173,"BENTONVILLE, AR",100,WM Supercenter,Retail,406 S WALTON BLVD,BENTONVILLE,BENTON,AR,72712-5705,Open,5ee82ed3-8072-4d97-a662-4175093f24d6,-10489061.6542,4351400.3858
51174,ROLLA MO,101,WM Supercenter,Retail,500 S BISHOP AVE,ROLLA,PHELPS,MO,65401-4313,Open,c1fd9a8a-7ccd-43c0-995e-513d7c29a6a7,-10216806.9076,4570615.379
51175,STUTTGART AR,102,WM Supercenter,Retail,406 E 22ND ST,STUTTGART,ARKANSAS,AR,72160-9006,Open,7be50058-fd7d-4fe8-861e-e8f39df060a6,-10191193.9626,4093040.5581
51176,SHAWNEE OK,103,WM Supercenter,Retail,196 SHAWNEE MALL DR,SHAWNEE,POTTAWATOMIE,OK,74804-1337,Open,b02e15cb-7edb-4699-9bc2-bd841f24b41f,-10789279.0776,4216564.7434
51177,MILAN TN,104,WM Supercenter,Retail,15427 S FIRST ST,MILAN,GIBSON,TN,38358-6475,Open,4080218e-79ab-43b2-a14b-1667dc820f63,-9879372.3728,4283595.7679
51178,CORINTH MS,105,WM Supercenter,Retail,2301 S HARPER RD,CORINTH,ALCORN,MS,38834-6771,Open,cce80040-8da3-4e83-a898-451d5783f8c8,-9851997.2402,4151671.0659
51179,FULTON KY,106,WM Supercenter,Retail,1405 MIDDLE RD,FULTON,FULTON,KY,42041-7905,Open,3bee3311-c2bc-411c-b1ff-5b92e48df6aa,-9896299.6146,4372008.2558
51180,MARTIN TN,107,WM Supercenter,Retail,134 COURTRIGHT RD,MARTIN,WEAKLEY,TN,38237-1606,Open,cefdfdc8-5e0b-4998-8d1f-b1488abe2dd4,-9894487.4446,4349585.3594
51181,GUTHRIE OK,108,WM Supercenter,Retail,1608 S DIVISION ST,GUTHRIE,LOGAN,OK,73044-5015,Open,31d0cf87-859b-4921-ab40-e3b311c265c1,-10845044.5765,4281769.9628
51182,CAMERON MO,109,WM Supercenter,Retail,2000 N WALNUT ST,CAMERON,DEKALB,MO,64429-8800,Open,f78f0ad0-4718-41fa-b2d4-a5331f342a8f,-10489812.8381,4830861.3135
51183,WINTER GARDEN FL,110,WM Supercenter,Retail,16313 NEW INDEPENDENCE PARKWAY,WINTER GARDEN,ORANGE,FL,34787-0000,Open,1b8bc640-3f41-4a83-82fd-1a9f35157e4c,-9086949.0304,3309181.9337
51184,CHANUTE KS,111,WM Supercenter,Retail,2700 S SANTA FE AVE,CHANUTE,NEOSHO,KS,66720-3204,Open,82cf222f-d110-471e-9266-062ddc28cc27,-10625562.393,4530623.7397
51185,STARKVILLE MS,112,WM Supercenter,Retail,1010 HIGHWAY 12 W,STARKVILLE,OKTIBBEHA,MS,39759-9167,Open,6bb1e9e8-7a27-4fdd-92a2-4f86e6f0ee6b,-9890906.1852,3954450.8227
51186,CHICKASHA OK,113,WM Supercenter,Retail,2001 S 1ST ST,CHICKASHA,GRADY,OK,73018-6007,Open,88fa1bd5-5237-45b1-8285-0b859e818fb4,-10901632.0585,4168063.5867
51187,BOONEVILLE MS,114,WM Supercenter,Retail,300 WALMART CIR,BOONEVILLE,PRENTISS,MS,38829-1018,Open,67b8cc7c-98d7-4892-b959-4a85e044689b,-9858918.5296,4120131.3864
51188,"WEST POINT, MS",115,WM Supercenter,Retail,5509 HIGHWAY 45 ALT S,WEST POINT,CLAY,MS,39773-9353,Open,5a03d7aa-0ab5-4bf9-b056-05f4ad025307,-9869801.0117,3973441.6318
51189,VIVIAN LA,116,Wal-Mart,Retail,929 S PINE ST,VIVIAN,CADDO,LA,71082-3364,Open,194287f7-418b-4610-98b1-9d98efa1e9c2,-10462539.4515,3876446.9845
51190,BROKEN BOW OK,117,Wal-Mart,Retail,501 S PARK DR,BROKEN BOW,MCCURTAIN,OK,74728-5329,Open,bb208f44-9e9a-4c09-8c6e-e2023c00b747,-10546181.132,4031798.5105
51191,AMORY MS,118,WM Supercenter,Retail,1515 HIGHWAY 278 E,AMORY,MONROE,MS,38821-5909,Open,1c9f7728-9158-45fa-a772-8c6ba5c25ef0,-9846992.2046,4024595.0084
51192,BATESVILLE AR,119,WM Supercenter,Retail,3150 HARRISON ST,BATESVILLE,INDEPENDENCE,AR,72501-7515,Open,ca9be8f6-f4f9-4c62-aa77-23988ae3a464,-10198451.7707,4268021.7602
51193,HUMBOLDT TN,120,WM Supercenter,Retail,2716 N CENTRAL AVE,HUMBOLDT,GIBSON,TN,38343-1560,Open,bc1f646c-29dc-4c69-b1ce-0b72458f3bd5,-9897623.426,4278737.3387
51194,OKMULGEE OK,121,WM Supercenter,Retail,1800 S WOOD DR,OKMULGEE,OKMULGEE,OK,74447-6826,Open,4f1fd779-663b-4ba9-9335-f0c88bd107d7,-10682714.1535,4246504.0724
51195,JACKSON MO,122,WM Supercenter,Retail,3051 E JACKSON BLVD,JACKSON,CAPE GIRARDEAU,MO,63755-2910,Open,cc29235f-54fe-4e24-bef1-3b7b96c4f917,-9978089.718,4489695.2792
51196,SEMINOLE OK,123,WM Supercenter,Retail,1500 E WRANGLER BLVD,SEMINOLE,SEMINOLE,OK,74868-3518,Open,209dffb8-6557-4a04-a9c2-05ab825ab80f,-10759535.9568,4197684.1155
51197,LITTLE ROCK AR,124,WM Supercenter,Retail,8801 BASELINE RD,LITTLE ROCK,PULASKI,AR,72209-5901,Open,f9ef9e69-886e-40a8-b370-4b81798c176b,-10283374.5159,4118735.7296
51198,"FORT SMITH (S), AR",125,WM Supercenter,Retail,2425 S ZERO ST,FORT SMITH,SEBASTIAN,AR,72901-8663,Open,d4732ce4-975a-42f3-8309-05739cd3abbb,-10509273.6001,4208705.3152
51199,LITTLE ROCK AR,126,WM Supercenter,Retail,2700 S SHACKLEFORD RD,LITTLE ROCK,PULASKI,AR,72205-6918,Open,5fa2013b-0f80-4963-a625-56b41049c23e,-10285676.603,4127027.8948
51200,MALVERN AR,127,WM Supercenter,Retail,1910 MARTIN LUTHER KING BLVD,MALVERN,HOT SPRING,AR,72104-2203,Open,24a60f76-2278-43e2-816f-6c03f4bd143b,-10334092.7891,4081389.6397
51201,"JONESBORO (W), AR",128,WM Supercenter,Retail,1911 W PARKER RD,JONESBORO,CRAIGHEAD,AR,72404-8465,Open,41eacd08-c82c-4753-9e40-c02a8d908e68,-10100511.2129,4275331.1929
51202,ARDMORE OK,129,WM Supercenter,Retail,1715 N COMMERCE ST,ARDMORE,CARTER,OK,73401-1535,Open,764b56fa-fb6c-4203-ac5b-7d4cc3e676dc,-10814167.6667,4054778.9103
51203,MUSKOGEE OK,130,WM Supercenter,Retail,1000 W SHAWNEE ST,MUSKOGEE,MUSKOGEE,OK,74401-3509,Open,0d92f508-fd6a-48da-917a-439327506dd3,-10616890.9386,4269381.6412
51204,MT PLEASANT TX,131,WM Supercenter,Retail,2311 S JEFFERSON AVE,MOUNT PLEASANT,TITUS,TX,75455-6011,Open,25e9c04b-1e6c-407f-b121-bd8ec120c524,-10571404.1249,3913163.7131
